user,num_logins,avg_login_hour,unique_pcs,num_files_accessed_file,num_files_to_removable_file,num_files_from_removable_file,unique_files_file,avg_content_length_file,num_emails_sent_email,avg_num_recipients_email,pct_emails_with_attachment_email,avg_content_length_email,avg_size_email,num_decoy_files_accessed_decoy,pct_decoy_files_accessed_decoy,anomaly,anomaly_score
CKH0705,22,10.681818181818182,2,1.0,0.0,0.0,1.0,6.0,28,4.0,0.10714285714285714,485.32142857142856,201925.39285714287,1.0,1.0,1,0.12462586559335959
CKH0799,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,27,3.7037037037037037,0.07407407407407407,615.2222222222222,67479.0,0.0,0.0,1,0.18313396568025403
CKH2230,20,11.5,1,0.0,0.0,0.0,0.0,0.0,3,4.0,0.3333333333333333,617.0,447837.3333333333,0.0,0.0,1,0.17570775068851086
CKH2797,19,11.736842105263158,1,2.0,0.0,0.0,1.0,177.0,3,3.3333333333333335,0.3333333333333333,770.3333333333334,349570.3333333333,2.0,1.0,1,0.13342991764231715
CKL0697,28,11.25,1,51.0,15.0,25.0,40.0,621.3333333333334,27,3.6666666666666665,0.2222222222222222,548.7037037037037,424595.0,11.0,0.21568627450980393,1,0.12992273481337374
CKL3556,20,11.5,1,7.0,0.0,0.0,5.0,223.57142857142858,27,4.0,0.14814814814814814,596.2592592592592,187652.88888888888,7.0,1.0,1,0.16584155676391749
CKM0405,19,11.736842105263158,1,2.0,0.0,0.0,2.0,355.0,33,3.242424242424242,0.06060606060606061,490.030303030303,176271.81818181818,2.0,1.0,1,0.15348126866901368
CKM0508,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,31,3.870967741935484,0.06451612903225806,504.38709677419354,132728.2258064516,0.0,0.0,1,0.18924293680896398
CKP0265,19,12.736842105263158,1,1.0,0.0,0.0,1.0,370.0,27,3.6666666666666665,0.14814814814814814,619.7407407407408,189237.44444444444,1.0,1.0,1,0.18200683997670808
CKP0659,27,11.88888888888889,1,5.0,0.0,0.0,5.0,558.2,27,3.5185185185185186,0.25925925925925924,503.8888888888889,582437.8888888889,5.0,1.0,1,0.18648019773429064
CKP3600,30,11.733333333333333,1,27.0,5.0,12.0,19.0,522.925925925926,27,3.962962962962963,0.18518518518518517,490.3333333333333,427309.25925925927,10.0,0.37037037037037035,1,0.13890421594263663
CKR2586,26,12.884615384615385,1,8.0,0.0,0.0,4.0,649.0,27,3.7777777777777777,0.2962962962962963,463.25925925925924,394458.6666666667,8.0,1.0,1,0.17872312783456246
CLA1285,19,11.789473684210526,1,0.0,0.0,0.0,0.0,0.0,22,3.8636363636363638,0.09090909090909091,549.6363636363636,185031.13636363635,0.0,0.0,1,0.19453214394050478
CLC1272,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,27,4.111111111111111,0.07407407407407407,506.962962962963,157702.03703703705,0.0,0.0,1,0.18326248312268806
CLD1641,20,11.45,1,0.0,0.0,0.0,0.0,0.0,7,3.4285714285714284,0.14285714285714285,496.0,108378.14285714286,0.0,0.0,1,0.17538025627697185
CLE3098,19,11.157894736842104,1,3.0,0.0,0.0,2.0,458.0,27,3.8518518518518516,0.18518518518518517,590.4444444444445,297515.3703703704,3.0,1.0,1,0.1923546949351374
CLG3616,20,11.0,1,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,632.0,57964.0,0.0,0.0,1,0.13229954604222577
CLH0733,19,12.789473684210526,1,0.0,0.0,0.0,0.0,0.0,9,4.0,0.2222222222222222,616.3333333333334,595015.2222222222,0.0,0.0,1,0.1707132977352223
CLM1874,20,11.5,1,0.0,0.0,0.0,0.0,0.0,27,3.6666666666666665,0.1111111111111111,626.2592592592592,169811.22222222222,0.0,0.0,1,0.1937017238222975
CLM2776,31,12.483870967741936,3,0.0,0.0,0.0,0.0,0.0,4,4.0,0.25,516.25,91466.75,0.0,0.0,1,0.13931603815363913
CLR1239,23,12.130434782608695,3,6.0,0.0,0.0,5.0,596.1666666666666,23,3.6956521739130435,0.21739130434782608,526.304347826087,387168.9130434783,6.0,1.0,1,0.17790740248037779
CLR2407,25,12.36,3,41.0,16.0,21.0,31.0,574.5121951219512,27,3.4814814814814814,0.1111111111111111,546.5185185185185,149082.62962962964,4.0,0.0975609756097561,1,0.11194463435147745
CLS3806,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.5555555555555554,0.0,507.44444444444446,29089.777777777777,0.0,0.0,1,0.17595180592427173
CMA1475,19,11.263157894736842,1,1.0,0.0,0.0,1.0,532.0,27,3.3333333333333335,0.25925925925925924,590.4814814814815,456074.3703703704,1.0,1.0,1,0.17988137053872777
CMA2616,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.814814814814815,0.07407407407407407,572.7037037037037,98865.0,0.0,0.0,1,0.18317933965271954
CMB2034,20,11.5,1,2.0,0.0,0.0,2.0,584.0,27,3.5555555555555554,0.18518518518518517,527.8518518518518,336701.44444444444,2.0,1.0,1,0.1978362616979445
CMB3499,19,12.789473684210526,1,4.0,0.0,0.0,3.0,783.0,42,3.5714285714285716,0.07142857142857142,612.0238095238095,206343.11904761905,4.0,1.0,1,0.17140387922010591
CMC1642,28,11.678571428571429,1,0.0,0.0,0.0,0.0,0.0,6,3.0,0.16666666666666666,568.3333333333334,90529.0,0.0,0.0,1,0.14114164400405194
CMD0613,26,11.461538461538462,1,9.0,0.0,0.0,7.0,455.0,45,3.6444444444444444,0.08888888888888889,638.0888888888888,83957.73333333334,9.0,1.0,1,0.1488341053069817
CMH0776,20,11.55,1,0.0,0.0,0.0,0.0,0.0,28,3.5714285714285716,0.14285714285714285,580.9285714285714,155406.5,0.0,0.0,1,0.1855798781583744
CMH2342,33,12.363636363636363,4,79.0,22.0,42.0,44.0,577.1772151898734,46,3.8043478260869565,0.2391304347826087,694.5,571482.0,15.0,0.189873417721519,1,0.07519327336867704
CMH3077,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,27,3.888888888888889,0.1111111111111111,607.4444444444445,549596.4444444445,0.0,0.0,1,0.17660355279799694
CMM0764,43,13.023255813953488,7,7.0,0.0,0.0,6.0,494.85714285714283,38,3.6315789473684212,0.2894736842105263,522.3947368421053,635614.6842105263,7.0,1.0,1,0.120495388573779
CMM1068,31,12.290322580645162,3,20.0,0.0,0.0,12.0,464.4,27,3.7777777777777777,0.14814814814814814,607.2592592592592,343895.48148148146,20.0,1.0,1,0.13347493510672798
CMM3674,19,12.842105263157896,1,0.0,0.0,0.0,0.0,0.0,3,4.0,0.3333333333333333,506.0,589541.0,0.0,0.0,1,0.16360975150406148
CMM3702,26,12.153846153846153,1,3.0,0.0,0.0,3.0,761.6666666666666,2,4.5,0.5,208.0,2248701.5,3.0,1.0,-1,-0.03630861427903309
CMM3753,33,12.333333333333334,4,9.0,0.0,0.0,6.0,603.2222222222222,8,3.75,0.375,689.25,377212.75,9.0,1.0,1,0.1291961435825959
CMO2396,28,10.821428571428571,1,46.0,16.0,24.0,33.0,586.804347826087,58,3.7241379310344827,0.3103448275862069,528.7413793103449,672011.4310344828,6.0,0.13043478260869565,1,0.09481439743926212
CMP2946,29,13.206896551724139,2,97.0,27.0,18.0,50.0,438.70103092783506,46,3.9130434782608696,0.2608695652173913,492.67391304347825,390167.73913043475,52.0,0.5360824742268041,1,0.02822996832518687
CMR1470,33,12.090909090909092,5,2.0,0.0,0.0,2.0,432.0,27,3.925925925925926,0.3333333333333333,526.7407407407408,494502.3333333333,2.0,1.0,1,0.1575001930245628
CMS0010,19,11.894736842105264,1,0.0,0.0,0.0,0.0,0.0,97,3.88659793814433,0.13402061855670103,513.4432989690722,289357.45360824745,0.0,0.0,1,0.12744116844624997
CMS1900,19,11.263157894736842,1,6.0,0.0,0.0,4.0,372.5,26,4.153846153846154,0.2692307692307692,583.2307692307693,636255.0384615385,6.0,1.0,1,0.16802908094036378
CMS2897,23,12.521739130434783,2,2.0,0.0,0.0,2.0,571.0,41,3.7804878048780486,0.17073170731707318,524.2439024390244,265341.46341463417,2.0,1.0,1,0.184470460461171
CMT0267,19,13.368421052631579,1,155.0,26.0,96.0,63.0,596.8,30,3.7,0.23333333333333334,576.5,513950.36666666664,33.0,0.2129032258064516,1,0.048138991262571595
CMW0437,33,12.303030303030303,4,4.0,0.0,0.0,4.0,661.75,35,4.0,0.22857142857142856,608.4,277449.7428571429,4.0,1.0,1,0.14962645411725467
CNB1131,26,11.115384615384615,2,10.0,0.0,0.0,6.0,541.4,27,3.925925925925926,0.2222222222222222,528.074074074074,646835.2222222222,10.0,1.0,1,0.17527978943194666
CNC1177,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,27,3.925925925925926,0.037037037037037035,541.8518518518518,29618.14814814815,0.0,0.0,1,0.1885532548027818
CND3037,74,7.864864864864865,25,4.0,0.0,0.0,3.0,687.25,33,3.5454545454545454,0.24242424242424243,535.8484848484849,422175.36363636365,4.0,1.0,1,0.016292018292641486
CNE2161,20,11.45,1,153.0,47.0,92.0,63.0,513.5816993464052,3,3.3333333333333335,1.0,482.0,1733097.0,14.0,0.0915032679738562,-1,-0.06731268685153835
CNF0212,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,33,3.6363636363636362,0.06060606060606061,550.4242424242424,82356.45454545454,0.0,0.0,1,0.1848079680669753
CNH3475,36,12.0,6,62.0,22.0,33.0,33.0,547.3548387096774,39,3.769230769230769,0.20512820512820512,493.46153846153845,187113.6923076923,7.0,0.11290322580645161,1,0.09018239147018231
CNK1711,26,12.884615384615385,1,6.0,0.0,0.0,3.0,752.3333333333334,54,3.8518518518518516,0.2037037037037037,544.2407407407408,226253.2037037037,6.0,1.0,1,0.16204226348885908
CNP1183,19,12.210526315789474,1,4.0,0.0,0.0,2.0,601.5,27,3.8518518518518516,0.2222222222222222,510.0740740740741,319198.3703703704,4.0,1.0,1,0.1978051741702485
CNR1031,19,12.736842105263158,1,2.0,0.0,0.0,1.0,776.0,37,3.7837837837837838,0.13513513513513514,542.972972972973,312582.86486486485,2.0,1.0,1,0.1819121392187118
CNS2548,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,30,3.8,0.1,586.6666666666666,202566.0,0.0,0.0,1,0.19017055064039712
CNT0946,32,11.46875,3,2.0,0.0,0.0,2.0,547.0,9,3.6666666666666665,0.7777777777777778,608.3333333333334,1291008.5555555555,2.0,1.0,1,0.09028848711460613
CNT1188,20,12.0,1,0.0,0.0,0.0,0.0,0.0,27,3.962962962962963,0.1111111111111111,607.2962962962963,453082.8888888889,0.0,0.0,1,0.19050197956646497
CNW2408,19,12.31578947368421,1,1.0,0.0,0.0,1.0,738.0,27,3.8518518518518516,0.2962962962962963,561.6666666666666,534108.925925926,1.0,1.0,1,0.18395830831569837
COB0461,79,8.746835443037975,31,0.0,0.0,0.0,0.0,0.0,28,3.607142857142857,0.32142857142857145,465.25,451581.75,0.0,0.0,-1,-0.03668421713535597
COD2351,19,12.736842105263158,1,4.0,0.0,0.0,4.0,664.75,9,3.4444444444444446,0.3333333333333333,546.3333333333334,532819.6666666666,4.0,1.0,1,0.17142885004782765
COK3383,19,13.368421052631579,1,0.0,0.0,0.0,0.0,0.0,9,3.2222222222222223,0.0,659.0,23791.88888888889,0.0,0.0,1,0.1286520789332043
COW3840,19,13.210526315789474,1,0.0,0.0,0.0,0.0,0.0,42,3.738095238095238,0.023809523809523808,535.5952380952381,110155.02380952382,0.0,0.0,1,0.15786724440594307
CPC0724,49,13.346938775510203,6,48.0,20.0,22.0,26.0,514.1041666666666,15,3.933333333333333,0.26666666666666666,605.7333333333333,413723.6,6.0,0.125,1,0.06219082825305117
CPM1627,28,11.714285714285714,1,4.0,0.0,0.0,4.0,654.25,7,3.857142857142857,0.42857142857142855,429.85714285714283,794881.2857142857,4.0,1.0,1,0.12835852836864436
CPP0623,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,4.0,0.037037037037037035,543.9629629629629,61356.62962962963,0.0,0.0,1,0.18970077504465555
CPP2909,19,11.947368421052632,1,0.0,0.0,0.0,0.0,0.0,9,3.5555555555555554,0.0,493.77777777777777,29818.444444444445,0.0,0.0,1,0.17919083423019738
CPR1800,20,11.0,1,3.0,0.0,0.0,1.0,597.0,34,3.588235294117647,0.11764705882352941,507.29411764705884,173391.88235294117,3.0,1.0,1,0.17633490496181664
CPT1533,27,11.666666666666666,1,1.0,0.0,0.0,1.0,551.0,3,3.3333333333333335,0.6666666666666666,479.3333333333333,1527535.3333333333,1.0,1.0,1,0.08813581954787486
CQA3849,19,12.421052631578947,1,4.0,0.0,0.0,3.0,362.0,50,3.84,0.18,557.02,277791.8,4.0,1.0,1,0.17155369380956803
CQC0997,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,45,3.7777777777777777,0.1111111111111111,461.93333333333334,263597.1777777778,0.0,0.0,1,0.18169870962544932
CQH1505,19,11.263157894736842,1,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,746.3333333333334,21978.333333333332,0.0,0.0,1,0.12860849390840556
CQS2883,37,12.837837837837839,3,46.0,16.0,22.0,30.0,516.5869565217391,46,4.1521739130434785,0.15217391304347827,541.3913043478261,474653.152173913,8.0,0.17391304347826086,1,0.08497774468698688
CRC0348,27,11.814814814814815,1,8.0,0.0,0.0,6.0,587.625,5,3.6,0.2,441.4,80578.0,8.0,1.0,1,0.14722898277297197
CRC0595,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,27,4.0,0.07407407407407407,605.2222222222222,30824.59259259259,0.0,0.0,1,0.18731139814403225
CRC2747,19,12.263157894736842,1,4.0,0.0,0.0,4.0,521.0,27,3.6296296296296298,0.3333333333333333,552.074074074074,415444.81481481483,4.0,1.0,1,0.1900702633475635
CRE2652,19,11.789473684210526,1,3.0,0.0,0.0,3.0,452.3333333333333,34,3.676470588235294,0.23529411764705882,536.7941176470588,241968.5294117647,3.0,1.0,1,0.1897618553177854
CRH3848,19,12.473684210526315,1,2.0,0.0,0.0,1.0,483.0,46,3.9347826086956523,0.08695652173913043,525.8478260869565,152878.91304347827,2.0,1.0,1,0.17479471766924476
CRJ3070,20,10.5,1,0.0,0.0,0.0,0.0,0.0,27,3.740740740740741,0.14814814814814814,508.44444444444446,236401.92592592593,0.0,0.0,1,0.1665155543265705
CRL2357,32,12.78125,1,31.0,11.0,15.0,21.0,541.0322580645161,10,3.8,0.1,613.8,100445.4,5.0,0.16129032258064516,1,0.11012925992984657
CRL3842,19,11.736842105263158,1,0.0,0.0,0.0,0.0,0.0,50,3.66,0.14,536.24,226929.18,0.0,0.0,1,0.1824504748089229
CRM0139,37,12.216216216216216,6,394.0,132.0,210.0,133.0,519.4771573604061,43,4.0,0.13953488372093023,503.83720930232556,228054.11627906977,52.0,0.1319796954314721,-1,-0.07958408287375351
CRP1186,20,12.0,1,2.0,0.0,0.0,1.0,565.0,27,3.6296296296296298,0.07407407407407407,553.074074074074,162754.1851851852,2.0,1.0,1,0.18591472460302305
CRP1915,19,13.263157894736842,1,0.0,0.0,0.0,0.0,0.0,27,3.7777777777777777,0.0,482.6296296296296,30791.222222222223,0.0,0.0,1,0.17097509765135444
CRP2489,25,13.08,4,7.0,0.0,0.0,5.0,635.5714285714286,27,3.888888888888889,0.18518518518518517,600.2962962962963,303085.3333333333,7.0,1.0,1,0.15087579459581651
CRP3682,30,12.233333333333333,1,66.0,24.0,34.0,38.0,591.5151515151515,3,4.666666666666667,0.6666666666666666,424.0,1284349.3333333333,8.0,0.12121212121212122,-1,-0.007985395406576168
CRT2273,19,11.736842105263158,1,3.0,0.0,0.0,2.0,447.3333333333333,45,3.8,0.13333333333333333,601.6444444444444,220500.53333333333,3.0,1.0,1,0.18122521381849432
CSB0827,19,12.368421052631579,1,0.0,0.0,0.0,0.0,0.0,27,4.074074074074074,0.14814814814814814,488.74074074074076,341270.55555555556,0.0,0.0,1,0.18647220192874658
CSB1660,19,11.210526315789474,1,104.0,30.0,58.0,32.0,625.0192307692307,43,3.5813953488372094,0.20930232558139536,512.4418604651163,494639.511627907,16.0,0.15384615384615385,1,0.08427555392247604
CSB2910,29,12.241379310344827,2,0.0,0.0,0.0,0.0,0.0,11,3.4545454545454546,0.0,508.09090909090907,30448.272727272728,0.0,0.0,1,0.15367664091673122
CSB3932,28,11.714285714285714,2,3.0,0.0,1.0,3.0,140.33333333333334,3,3.3333333333333335,0.3333333333333333,734.6666666666666,257061.0,2.0,0.6666666666666666,1,0.10515408973221418
CSC0233,20,11.5,1,5.0,0.0,0.0,5.0,593.0,40,3.55,0.1,549.1,305236.1,5.0,1.0,1,0.18063935681551696
CSC3074,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,27,3.6296296296296298,0.1111111111111111,609.6296296296297,225784.5185185185,0.0,0.0,1,0.19196506641182542
CSE1265,19,11.947368421052632,1,1.0,0.0,0.0,1.0,472.0,30,3.6333333333333333,0.13333333333333333,572.9,251587.46666666667,1.0,1.0,1,0.19073824082749752
CSG0135,19,13.263157894736842,1,3.0,0.0,0.0,3.0,389.3333333333333,32,3.90625,0.125,616.4375,304537.84375,3.0,1.0,1,0.17434952456882036
CSG1600,20,11.0,1,1.0,0.0,0.0,1.0,499.0,45,3.8,0.08888888888888889,584.1111111111111,155026.53333333333,1.0,1.0,1,0.1693700086454415
CSL0428,31,11.935483870967742,1,92.0,29.0,55.0,60.0,537.1413043478261,9,3.4444444444444446,0.3333333333333333,544.4444444444445,463713.55555555556,8.0,0.08695652173913043,1,0.08501097984333988
CSL2055,33,11.93939393939394,4,3.0,0.0,0.0,3.0,784.3333333333334,27,3.259259259259259,0.2222222222222222,592.7037037037037,146312.22222222222,3.0,1.0,1,0.12504161246643797
CSM1212,27,12.0,5,1.0,0.0,0.0,1.0,575.0,27,3.5925925925925926,0.07407407407407407,552.2222222222222,103276.0,1.0,1.0,1,0.14207279043457233
CSM1554,33,12.121212121212121,4,14.0,5.0,6.0,11.0,618.6428571428571,3,5.0,0.3333333333333333,496.6666666666667,951820.0,3.0,0.21428571428571427,1,0.04751015159985794
CSM1565,19,13.473684210526315,1,0.0,0.0,0.0,0.0,0.0,3,3.6666666666666665,0.0,556.3333333333334,26993.333333333332,0.0,0.0,1,0.17295383524155106
CSM2819,23,12.521739130434783,3,1.0,0.0,0.0,1.0,741.0,3,5.666666666666667,0.0,486.3333333333333,27999.0,1.0,1.0,1,0.08642481285103709
CSM3502,27,13.0,1,62.0,18.0,33.0,29.0,436.8225806451613,42,3.9047619047619047,0.14285714285714285,531.6190476190476,213108.04761904763,11.0,0.1774193548387097,1,0.10074634551154638
CSP0483,20,11.0,1,0.0,0.0,0.0,0.0,0.0,9,3.3333333333333335,0.2222222222222222,490.6666666666667,284592.77777777775,0.0,0.0,1,0.15926985789821768
CSP2186,29,11.068965517241379,2,161.0,44.0,102.0,43.0,597.7391304347826,3,3.3333333333333335,0.3333333333333333,711.6666666666666,649618.3333333334,15.0,0.09316770186335403,1,0.012328501434194838
CSP3434,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,44,3.977272727272727,0.13636363636363635,533.8636363636364,411413.79545454547,0.0,0.0,1,0.18411636192469583
CSR0612,20,11.65,1,0.0,0.0,0.0,0.0,0.0,26,3.769230769230769,0.11538461538461539,538.2307692307693,205080.96153846153,0.0,0.0,1,0.19112681464972986
CSR1682,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,9,3.2222222222222223,0.0,427.1111111111111,31144.11111111111,0.0,0.0,1,0.1501411441771917
CSR3140,28,12.071428571428571,2,42.0,16.0,18.0,24.0,517.1666666666666,31,4.225806451612903,0.12903225806451613,488.0,175348.2258064516,8.0,0.19047619047619047,1,0.11744333337289325
CSR3225,21,11.80952380952381,2,3.0,0.0,0.0,2.0,593.6666666666666,28,3.9642857142857144,0.2857142857142857,513.2857142857143,540602.7142857143,3.0,1.0,1,0.17636432179021483
CSS1313,21,10.857142857142858,1,2.0,0.0,0.0,2.0,481.5,27,3.740740740740741,0.2222222222222222,595.0,387976.51851851854,2.0,1.0,1,0.18580448245273506
CST2863,19,11.842105263157896,1,1.0,0.0,0.0,1.0,797.0,3,4.0,0.6666666666666666,743.0,1231620.3333333333,1.0,1.0,1,0.07092309094398669
CSV3305,19,12.31578947368421,1,0.0,0.0,0.0,0.0,0.0,3,3.3333333333333335,0.0,538.3333333333334,36155.0,0.0,0.0,1,0.1714730703834687
CSW3811,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.7777777777777777,0.1111111111111111,576.4444444444445,163555.22222222222,0.0,0.0,1,0.18495180511239756
CTB3481,27,12.481481481481481,1,29.0,9.0,17.0,20.0,576.5862068965517,9,3.7777777777777777,0.3333333333333333,555.6666666666666,694752.4444444445,3.0,0.10344827586206896,1,0.11737861137017058
CTC0421,28,11.428571428571429,1,22.0,8.0,13.0,11.0,524.5454545454545,9,4.333333333333333,0.3333333333333333,499.44444444444446,523043.44444444444,1.0,0.045454545454545456,1,0.10603444524155403
CTC0859,29,12.10344827586207,1,53.0,15.0,28.0,33.0,566.2264150943396,3,3.3333333333333335,0.6666666666666666,468.0,591029.0,10.0,0.18867924528301888,1,0.06455468568259404
CTD1850,19,12.736842105263158,1,7.0,0.0,0.0,5.0,722.1428571428571,27,3.814814814814815,0.25925925925925924,559.7037037037037,528203.7037037037,7.0,1.0,1,0.184600803327024
CTG3770,19,12.368421052631579,1,3.0,0.0,0.0,2.0,417.0,9,3.2222222222222223,0.0,499.1111111111111,32618.333333333332,3.0,1.0,1,0.13980257059055834
CTH0626,35,12.4,5,18.0,0.0,0.0,8.0,464.8333333333333,22,3.6818181818181817,0.45454545454545453,467.27272727272725,874425.1363636364,18.0,1.0,1,0.10598932450250298
CTH0737,28,11.357142857142858,1,37.0,18.0,18.0,26.0,593.4054054054054,29,3.9310344827586206,0.10344827586206896,556.2068965517242,258357.27586206896,1.0,0.02702702702702703,1,0.1187009589893096
CTH0915,28,11.892857142857142,1,46.0,0.0,0.0,14.0,441.1304347826087,45,4.133333333333334,0.24444444444444444,566.9777777777778,531935.911111111,46.0,1.0,1,0.06656062463163692
CTH2220,27,11.37037037037037,1,35.0,16.0,16.0,22.0,616.5714285714286,3,3.3333333333333335,0.3333333333333333,528.3333333333334,679245.3333333334,3.0,0.08571428571428572,1,0.110174657249066
CTH3020,19,12.210526315789474,1,0.0,0.0,0.0,0.0,0.0,27,3.888888888888889,0.07407407407407407,559.2962962962963,231696.11111111112,0.0,0.0,1,0.1913422676172214
CTJ0669,19,11.947368421052632,1,0.0,0.0,0.0,0.0,0.0,27,3.6666666666666665,0.18518518518518517,498.0,419572.8888888889,0.0,0.0,1,0.1863228510137923
CTJ2794,23,11.91304347826087,3,0.0,0.0,0.0,0.0,0.0,3,3.3333333333333335,0.0,455.6666666666667,29193.0,0.0,0.0,1,0.13103322627158615
CTK0947,19,11.789473684210526,1,7.0,0.0,0.0,4.0,606.5714285714286,48,4.520833333333333,0.1875,563.1041666666666,246630.5,7.0,1.0,1,0.14764134059729456
CTM1961,19,11.210526315789474,1,4.0,0.0,0.0,3.0,623.0,33,3.878787878787879,0.24242424242424243,543.1515151515151,390584.7878787879,4.0,1.0,1,0.19634033696569642
CTP2225,36,11.75,4,8.0,0.0,0.0,6.0,541.5,4,3.25,0.25,526.0,396890.75,8.0,1.0,1,0.12886319345202524
CTP3877,20,10.5,1,3.0,0.0,0.0,2.0,318.0,27,3.888888888888889,0.2962962962962963,502.51851851851853,792840.2962962963,3.0,1.0,1,0.14999924261944786
CTW2038,27,11.814814814814815,1,3.0,0.0,0.0,2.0,524.6666666666666,27,3.5925925925925926,0.14814814814814814,522.7777777777778,343818.51851851854,3.0,1.0,1,0.18573047042219815
CUL3015,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,31,3.967741935483871,0.16129032258064516,417.51612903225805,289435.12903225806,0.0,0.0,1,0.1757253197259483
CUM2335,19,11.736842105263158,1,9.0,0.0,0.0,5.0,642.4444444444445,45,3.8222222222222224,0.24444444444444444,585.3333333333334,589153.8888888889,9.0,1.0,1,0.1792531199376996
CUP2764,20,10.5,1,0.0,0.0,0.0,0.0,0.0,27,3.814814814814815,0.037037037037037035,567.1851851851852,107012.70370370371,0.0,0.0,1,0.16434453567519092
CUQ3097,19,11.31578947368421,1,1.0,0.0,0.0,1.0,447.0,29,3.896551724137931,0.13793103448275862,508.51724137931035,240007.1724137931,1.0,1.0,1,0.19083798547819392
CVB2703,35,12.342857142857143,4,21.0,0.0,0.0,11.0,648.2380952380952,27,3.888888888888889,0.2962962962962963,553.8888888888889,366677.037037037,21.0,1.0,1,0.12264562811084351
CWA2549,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,9,3.7777777777777777,0.3333333333333333,456.44444444444446,527904.5555555555,0.0,0.0,1,0.15832736952182114
CWA2554,32,12.6875,2,25.0,10.0,14.0,12.0,527.88,36,3.638888888888889,0.2222222222222222,516.5555555555555,396418.55555555556,1.0,0.04,1,0.1217093916757796
CWB1463,19,12.842105263157896,1,0.0,0.0,0.0,0.0,0.0,27,3.740740740740741,0.1111111111111111,496.55555555555554,200284.8148148148,0.0,0.0,1,0.19050479270496995
CWC0490,31,12.451612903225806,3,5.0,0.0,0.0,3.0,520.6,27,3.5185185185185186,0.3333333333333333,505.8888888888889,668645.4814814815,5.0,1.0,1,0.16694424460398172
CWF1289,19,11.947368421052632,1,2.0,0.0,0.0,2.0,378.5,27,3.6666666666666665,0.07407407407407407,494.25925925925924,127374.66666666667,2.0,1.0,1,0.17897887764562925
CWH0038,19,12.736842105263158,1,0.0,0.0,0.0,0.0,0.0,42,4.119047619047619,0.16666666666666666,569.1666666666666,491664.4285714286,0.0,0.0,1,0.16352973537779014
CWH3033,20,11.7,1,4.0,0.0,0.0,3.0,685.75,42,3.5952380952380953,0.09523809523809523,550.952380952381,112343.38095238095,4.0,1.0,1,0.17576291115067466
CWH3487,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,28,3.75,0.21428571428571427,574.4642857142857,381585.78571428574,0.0,0.0,1,0.17590731746502453
CWK2870,26,12.076923076923077,1,0.0,0.0,0.0,0.0,0.0,4,3.75,0.25,595.5,130279.25,0.0,0.0,1,0.17295255832077672
CWL0561,19,12.736842105263158,1,3.0,0.0,0.0,3.0,671.0,20,3.7,0.3,521.2,766641.9,3.0,1.0,1,0.17329511872575054
CWP1829,19,12.157894736842104,1,3.0,0.0,0.0,3.0,593.0,19,3.5789473684210527,0.10526315789473684,507.63157894736844,214730.26315789475,3.0,1.0,1,0.17974287977924447
CWR0043,59,10.559322033898304,21,0.0,0.0,0.0,0.0,0.0,32,3.84375,0.25,499.0625,630583.84375,0.0,0.0,1,0.008130134168858882
CWR0117,20,11.0,1,0.0,0.0,0.0,0.0,0.0,22,3.9545454545454546,0.045454545454545456,565.2272727272727,78276.68181818182,0.0,0.0,1,0.1806077620235691
CWT3747,19,12.368421052631579,1,0.0,0.0,0.0,0.0,0.0,10,4.3,0.4,437.3,528957.8,0.0,0.0,1,0.11496924686443388
CXB2183,20,11.0,1,0.0,0.0,0.0,0.0,0.0,3,3.3333333333333335,0.0,582.0,26152.0,0.0,0.0,1,0.1584725967724736
CXK3433,19,12.263157894736842,1,0.0,0.0,0.0,0.0,0.0,45,3.8444444444444446,0.06666666666666667,547.0444444444445,112880.0,0.0,0.0,1,0.17929930127464133
CXM1821,33,10.93939393939394,1,7.0,0.0,0.0,7.0,501.85714285714283,45,3.6222222222222222,0.13333333333333333,527.4444444444445,172444.42222222223,7.0,1.0,1,0.1552642630790516
CYO1575,34,13.676470588235293,5,2.0,0.0,0.0,2.0,445.0,3,4.0,0.3333333333333333,716.0,691001.6666666666,2.0,1.0,1,0.07950612810241686
